375,"Инженер по медицинскому оборудованию","<a itemprop=""hiringOrganization"" href=""/employer/1151222""> Alliance Medical Company</a>"," Alliance Medical Company","от 30 000 до 70 000 руб.",Санкт-Петербург,"1–3 года",,,NULL,"Проводится обучение у производителя; Готовность к командировкам (Москва и Северо-Западный регион); Оплата - оклад+монтажи; Трудоустройство в штат после испытательного срока.",,"Санкт-Петербург, Московский проспект, 79а","Полная занятость, полный день",2015-01-20T19:01:11.718+03:00,6657388869452bd2a6b49d7a9418e081
376,"Специалист по работе с ключевыми заказчиками Эндокринология, Онкология","<a itemprop=""hiringOrganization"" href=""/employer/26851""> Eli Lilly</a>"," Eli Lilly","з/п не указана",Ижевск,"1–3 года",,"Высшее медицинское или фармацевтическое образование. Опыт работы на аналогичной позиции не менее года. Понимание специфики и текущего состояния регионального здравоохранения. Развитые навыки планирования Владение навыками проведения презентаций. Умение работать на персональном компьютере на уровне уверенного пользователя. Наличие водительских прав категории «B» и уверенных навыков вождения, стаж вождения от 1 года. Индивидуальные черты: способность к межличностному взаимодействию, умение вести переговоры, стремление к постоянному обучению и развитию, ответственность, стрессоустойчивость, уверенность в себе.",NULL,"Форма найма: оформление в штат согласно ТК РФ, полная занятость. Конкурентоспособная заработная плата + бонусы по результатам выполнения задач. Обучение и развитие. Социальный пакет: ДМС (включая несовершеннолетних детей), страхование жизни, корпоративный автомобиль, компенсация расходов на бензин, мобильную связь, интернет, дополнительные льготы.",,,"Полная занятость, полный день",2015-01-19T11:46:17.481+03:00,ab97f2dab2c866bdb43ee00b581274b7
377,"Заведующий аптекой","<a itemprop=""hiringOrganization"" href=""/employer/1541404"">ООО НеоБазис</a>","ООО НеоБазис","от 38 000 до 45 000 руб.","Санкт-Петербург, <span class=""metro-station""><span class=""metro-point"" style=""background: #0078C9""></span>Пионерская</span>","1–3 года",,"высшее образование; опыт работы на руководящей должности; наличие санитарной книжки и сертификата; пользователь ПК.",NULL,"работа в Приморском районе Санкт-Петербурга; зарплата от 38000 рублей; оформление по ТК РФ; пятидневная рабочая неделя.",,"Санкт-Петербург, проспект Королева, 7, м. Пионерская","Полная занятость, полный день",2015-01-20T18:43:17.742+03:00,d51086adb198cca8e47c81e95f130829
378,"Медицинская сестра физиотерапии","<a itemprop=""hiringOrganization"" href=""/employer/1104505""> Группа компаний Мать и дитя</a>"," Группа компаний Мать и дитя","от 30 000 руб.",Одинцово,"1–3 года",,"Среднее специальное образование; Действующий сертификат специалиста по физиотерапии; Желателен опыт работы; Граждане РФ; Действующая медицинская книжка.",NULL,,,,"Полная занятость, сменный график",2015-01-19T11:45:50.012+03:00,ad5399af8106edcfaf7129663b0f09be
379,"Медицинский работник (строительство)","<a itemprop=""hiringOrganization"" href=""/employer/1225843""> Основа +</a>"," Основа +","з/п не указана",Казань,"1–3 года",,"Образование - медицинское. Опыт работы на производственных, строительных предприятиях желателен",NULL,"Организация занимается строительством магистральных трубопроводов. Вахтовый метод работы (45 дней через 14 дней). Работа в условиях крайнего Севера. Численность сотрудников на участке - 300 человек. Из них - 100 - водители, механизаторы. Заработная плата 3150 руб./сутки. Бесплатное трёхразовое питание. Бесплатный проезд до места работы и обратно Вся заработная плата &quot;белая&quot;",,,"Полная занятость, Вахтовый метод",2015-01-19T11:44:33.007+03:00,9ce9861051ec8089a25553c2380c37e8
380,"Ассистент стоматолога","<a itemprop=""hiringOrganization"" href=""/employer/79910""> ТРИУМФ</a>"," ТРИУМФ","з/п не указана","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #943E90""></span>Полежаевская</span>","1–3 года",,"Среднее медицинское образование Ответственность, исполнительность",NULL,,,"Москва, м. Полежаевская","Полная занятость, полный день",2015-01-20T18:29:38.398+03:00,078f1620c0405227b6c610f401a9375d
381,"Специалист по регистрации медицинских изделий","<a itemprop=""hiringOrganization"" href=""/employer/1704895"">ООО Podborkadrov24.ru</a>","ООО Podborkadrov24.ru","от 80 000 руб.",Москва,"1–3 года",,"Образование: высшее медицинское/фармацевтическое Обязательное требование английский Intermediate/Upper-Intermediate - уверенное чтение, перевод, переписка, в т.ч. на техническом уровне, ведение переговоров Владение оргтехникой: уверенный пользователь Word, Excel, Photoshop Хорошие базовые знания по общей медицине Опыт работы с различным медоборудованием Знание процедур регистрации медицинских изделий, согласно действующего законодательства и новым правилам регистрации Умение самостоятельно вести заявки от этапа бюджетирования и оформления договора поручения до этапа получения оригинальных документов Необходимые качества: ответственность, исполнительность, четкость",NULL,,"Стабильная компания, 17 лет на рынке, лидирует в своем сегменте Оказывает консалтинговые услуги по регистрации, сертификации, декларированию, получению всех разрешительных документов для медицинской техники, изделий медицинского назначения Возможность постоянно практиковать и улучшать английский язык Перспектива профессионального и карьерного роста внутри компании М. Дмитровская, 5 минут пешком Пн. - пт., 9.00. - 18.00 Оклад 92000 - 115000 руб. (gross), 80000 - 100000 руб. (net) - на карточку, после вычета подоходного налога Талоны на питание из расчета 210 руб. в день или компенсация питания – 4000 руб. в месяц Официальное оформление, белая заработная плата, оплачиваемые больничные и отпуска",,"Полная занятость, полный день",2015-01-19T11:44:08.961+03:00,208606378167627ec1c76592a6e978e8
382,"Специалист по работе с ключевыми клиентами (пульмонология)","<a itemprop=""hiringOrganization"" href=""/employer/3400""> АстраЗенека</a>"," АстраЗенека","з/п не указана",Сургут,"1–3 года",,,NULL,,,,"Полная занятость, полный день",,84859c4889e342907f16bfbe4275b84b
383,"Медицинский советник (лучевая диагностика)","<a itemprop=""hiringOrganization"" href=""/employer/624461"">ЗАО ИМЭКС</a>","ЗАО ИМЭКС","з/п не указана",Санкт-Петербург,"1–3 года",,"Образование – высшее медицинское. Специализация – рентгенология (лучевая диагностика). Активная жизненная позиция, инициативность, нацеленность на результат. Опыт работы врачом КТ или МРТ. Опыт работы с научной и медицинской литературой (подбор, анализ, изложение), умение анализировать и интерпретировать статистические данные, в том числе данные клинических исследований. Наличие опыта работы с авторитетными специалистами, лидерами мнений (KOL), специалистами лечебных и научно-исследовательских организаций – предпочтительно. Английский: выше intermediate; хороший уровень устного и письменного владения языком. Коммуникационные навыки и организаторские способности. Грамотная устная и письменная русская речь. Навык публичных выступлений приветствуется. Опытный пользователь ПК: Word, Excel, Power Point. Желательно: знакомство с графическими редакторами (базовые знания). Готовность к командировкам.",NULL,"Конкурентоспособная заработная плата; Квартальные и годовые бонусы; Оформление в строгом соответствии с Трудовым кодексом.",,"Санкт-Петербург, Октябрьская набережная, 44","Полная занятость, полный день",2015-01-19T11:42:25.449+03:00,3e40e9b5fb2769d10df9304df53d88e3
384,"Медицинский представитель (ЮВАО)","<a itemprop=""hiringOrganization"" href=""/employer/112537"">ООО Кьези Фармасьютикалс</a>","ООО Кьези Фармасьютикалс","от 62 000 руб.",Москва,"1–3 года",,,NULL,,,,"Полная занятость, полный день",2015-01-20T18:24:50.581+03:00,4e93c73f530cc77365050c334d66a4d1
385,"Медицинский представитель","<a itemprop=""hiringOrganization"" href=""/employer/100937""> ДЕОСТ</a>"," ДЕОСТ","з/п не указана",Барнаул,"1–3 года",,,NULL,,,,"Полная занятость, полный день",2015-01-19T11:41:21.485+03:00,bcd0eab0d359a199f3fe10bbabe53f2a
386,"Руководитель региональных проектов по специализированным расходным материалам","<a itemprop=""hiringOrganization"" href=""/employer/100937""> ДЕОСТ</a>"," ДЕОСТ","з/п не указана",Воронеж,"3–6 лет",,,NULL,,,,"Полная занятость, полный день",2015-01-19T11:41:21.406+03:00,64a4dba147cf3a3d661fc3a99ed57c4e
387,"Медицинский представитель (г. Самара)","<a itemprop=""hiringOrganization"" href=""/employer/46525""> Промо-Мед</a>"," Промо-Мед","з/п не указана",Самара,"1–3 года",,"Законченное высшее образование (медицинское или фармацевтическое). Опыт в продвижении фармацевтических препаратов. Знание фармацевтического рынка территории. Личные качества: коммуникабельность, активность, обучаемость, стрессоустойчивость, умение работать в команде. Водительские права категории В. Владение ПК на уровне пользователя: MS Office. Навыки проведения презентации. Владение иностранными языками: не требуется.",NULL,"Работа в штате Компании с полным соблюдением ТК РФ. Зона ответственности : Самара Работа на время декретного отпуска сотрудника Участие в бонусной схеме в соответствии с корпоративной политикой. Предоставление корпоративного автомобиля (или компенсация расходов на личный автомобиль). Компенсация расходов на мобильную связь, Интернет. Добровольное медицинское страхование. Различные программы обучения, тренингов. Перспективы профессионального и карьерного роста. Доброжелательный, комфортный климат в коллективе. График работы: 5/2 (с 09.00 до 18:00).",,,"Полная занятость, полный день",2015-01-20T18:16:53.234+03:00,bc4e1701414a55b7e5071ebe3f527a73
388,"Руководитель региональных проектов по специализированным расходным материалам","<a itemprop=""hiringOrganization"" href=""/employer/100937""> ДЕОСТ</a>"," ДЕОСТ","з/п не указана",Калуга,"3–6 лет",,,NULL,,,,"Полная занятость, полный день",2015-01-19T11:41:21.395+03:00,1b36f28f35f310cc816c6041869ff768
389,"Field Service Engineer","<a itemprop=""hiringOrganization"" href=""/employer/948965""> Thermo Fisher</a>"," Thermo Fisher","з/п не указана",Санкт-Петербург,"3–6 лет",,,NULL,,,,"Полная занятость, полный день",2015-01-20T18:05:46.297+03:00,f0d5ec87a428e54ac28207d5b2b99072
390,"Специалист по работе с клиентами","<a itemprop=""hiringOrganization"" href=""/employer/1141134"">ООО Юнона</a>","ООО Юнона","от 15 000 до 25 000 руб.",Энгельс,"1–3 года",,"Знание ПК Ответственность Уверенность Опыт работы желателен",NULL,"Прямой работодатель Работа в офисе Оклад 15000 руб.+премии (от 18000 руб.) Обучение за счет компании, оплачиваемая стажировка",,"Энгельс, Степная улица, 53","Частичная занятость, сменный график",2015-01-19T11:40:34.619+03:00,5fa779233bec8da7898d749436f49ad1
391,"Главный инженер проекта","<a itemprop=""hiringOrganization"" href=""/employer/51910""> ЮНИКС</a>"," ЮНИКС","з/п не указана",Москва,"1–3 года",,"опыт проектирования ЛПУ; отличное знание MS Office, AutoCad; высокая работоспособность, ответственность, пунктуальность, коммуникабельность, способность принимать решения в рамках своих полномочий; готовность к командировкам по России и СНГ, заграничные, до 30% рабочего времени;",NULL,"трудоустройство согласно ТК РФ; заработная плата обсуждается на собеседовании; пятидневная рабочая неделя, с 9:00 до 18:00; район работы 5-7 минут ходьбы от м. Павелецкая (через полгода планируется переезд в р-н м. Кунцевская)",,,"Полная занятость, полный день",2015-01-19T11:40:05.016+03:00,9fa7cb0ab24f9ead85480594f8becd8e
392,Врач-косметолог,"<a itemprop=""hiringOrganization"" href=""/employer/1720780"">ООО Сандeй</a>","ООО Сандeй","з/п не указана","Санкт-Петербург, <span class=""metro-station""><span class=""metro-point"" style=""background: #0078C9""></span>Петроградская</span>","1–3 года",,"Мы будем рады пригласить на открытую вакансию специалистов с опытом работы от 2-х лет. Высшее медицинское образование и наличие сертификатов соответствия должности обязательно. Успешным специалистам компания предоставляет возможность профессионального и карьерного роста. Опыт работы в салонах красоты класса &quot;люкс&quot; является преимуществом.",NULL,"Заработная плата: окладная и процентная часть (по результатам интервью).",,,"Полная занятость, полный день",2015-01-20T17:50:30.385+03:00,830ca0d717e7f9383db29d06ab1c117b
393,"Медицинский представитель Rx (г. Иркутск)","<a itemprop=""hiringOrganization"" href=""/employer/32619""> БЕЛУПО, лекарства и косметика д.д.</a>"," БЕЛУПО, лекарства и косметика д.д.","з/п не указана",Иркутск,"1–3 года",,,NULL,"Заработная плата , бонусы, премии Внутренние тренинги Страховка ДМС (после испытательного срока) Предоставляется служебный автомобиль, оплата расходов на автомобиль Оплата мобильного телефона Развитие профессионального роста в дружном стабильном коллективе По результатам года - годовая премия",,,"Полная занятость, полный день",2015-01-19T11:38:58.150+03:00,f06b14aa49b19377a27b6c6064292d4a
394,"Провизор/Фармацевт административного отдела","<a itemprop=""hiringOrganization"" href=""/employer/629""> Интермедсервис</a>"," Интермедсервис","от 46 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #915133""></span>Октябрьская</span>","1–3 года",,,NULL,,,"Москва, улица Шаболовка, 2, м. Октябрьская","Полная занятость, полный день",2015-01-20T17:41:54.241+03:00,4aa1b7b51b8d1cca33af7ff185281711
395,"Фармацевт (м. Новогиреево)","<a itemprop=""hiringOrganization"" href=""/employer/5586""> Фора-Фарм</a>"," Фора-Фарм","от 40 000 до 45 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #FFCD1C""></span>Новогиреево</span>","1–3 года","• Работа за «первым столом». • Консультирование покупателей по лекарственным препаратам, лечебной косметики и парафармации. • Продажа лекарственных средств и сопутствующих товаров. • Работа с кассой, составление отчетности. Требования: • Высшее или среднее специальное фармацевтическое образование. • Наличие сертификата специалиста. • Опыт работы от года. • Пользователь ПК: Word, Excel, М-аптека (как преимущество). • Ответственность, коммуникабельность, бесконфликтность. Условия: • Ст.м. Новогиреево, проезд автобусом №659 или троллейбусом №77 (3 остановки) • Аптека закрытого типа • График работы сотрудника: 12 часов 2/2, режим работы аптеки с 8.00 до 21.00 (смена начинается в удобное для Вас время) • Официальное оформление, оплачиваемый отпуск и переработки. • Рассмотрим резюме выпускников и учащихся последних курсов фарм. факультета.  АдресМосква, улица Молостовых, 1а, м. НовогиреевоПоказать на карте­Тип занятостиПолная занятость, сменный график
            $(function(){
                HH.conversionGoals.trackAnalyticsEvent(
                    'view_work',
                    'profArea',
                    '12305928'
                );
            });
        Показать контактную информациюКонтактная информацияГолубкова ЛилияПочта:
            golubkovale@forafarm.ruВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 19 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаПровизорФармацевтМладший и средний медперсонал","• Высшее или среднее специальное фармацевтическое образование. • Наличие сертификата специалиста. • Опыт работы от года. • Пользователь ПК: Word, Excel, М-аптека (как преимущество). • Ответственность, коммуникабельность, бесконфликтность. Условия: • Ст.м. Новогиреево, проезд автобусом №659 или троллейбусом №77 (3 остановки) • Аптека закрытого типа • График работы сотрудника: 12 часов 2/2, режим работы аптеки с 8.00 до 21.00 (смена начинается в удобное для Вас время) • Официальное оформление, оплачиваемый отпуск и переработки. • Рассмотрим резюме выпускников и учащихся последних курсов фарм. факультета.  АдресМосква, улица Молостовых, 1а, м. НовогиреевоПоказать на карте­Тип занятостиПолная занятость, сменный график
            $(function(){
                HH.conversionGoals.trackAnalyticsEvent(
                    'view_work',
                    'profArea',
                    '12305928'
                );
            });
        Показать контактную информациюКонтактная информацияГолубкова ЛилияПочта:
            golubkovale@forafarm.ruВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 19 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаПровизорФармацевтМладший и средний медперсонал",NULL,"• Ст.м. Новогиреево, проезд автобусом №659 или троллейбусом №77 (3 остановки) • Аптека закрытого типа • График работы сотрудника: 12 часов 2/2, режим работы аптеки с 8.00 до 21.00 (смена начинается в удобное для Вас время) • Официальное оформление, оплачиваемый отпуск и переработки. • Рассмотрим резюме выпускников и учащихся последних курсов фарм. факультета.  АдресМосква, улица Молостовых, 1а, м. НовогиреевоПоказать на карте­Тип занятостиПолная занятость, сменный график
            $(function(){
                HH.conversionGoals.trackAnalyticsEvent(
                    'view_work',
                    'profArea',
                    '12305928'
                );
            });
        Показать контактную информациюКонтактная информацияГолубкова ЛилияПочта:
            golubkovale@forafarm.ruВы откликаетесь на вакансию в другой странеСтрана размещения вакансии — Россия.
                В резюме не указано, что вы готовы туда переехать.Все равно откликнутьсяНе откликатьсяОткликнуться на вакансиюОтклик направлен работодателюСопроводительное письмо к откликуОтменаПроизошла ошибка, попробуйте ещё разПожалуйста, введите сопроводительное письмоОтклик уже просмотрен работодателем.Письмо можно отправить только к непросмотренным резюме.Написать сопроводительное письмоПисьмо отправленоПроизошла ошибка, попробуйте ещё разТвитнутьДата публикации вакансии 19 января 2015РекомендуемПосмотрите другие вакансии из проф. областейМедицина, фармацевтикаПровизорФармацевтМладший и средний медперсонал",,"Москва, улица Молостовых, 1а, м. Новогиреево","Полная занятость, сменный график",2015-01-19T11:38:31.660+03:00,7ac360c579be44d9c905e6891071cda5
396,"Врач общей практики","<a itemprop=""hiringOrganization"" href=""/employer/1717996""> Башмаковская РБ</a>"," Башмаковская РБ","от 14 900 до 20 000 руб.",Пенза,"1–3 года","ведение амбулаторно-поликлинического приема, обслуживание участка Петровской амбулатории, ведение диспансерных больных, направление на консультации в другие лечебно-профилактические учреждения.",,NULL,,,,"Полная занятость, полный день",2015-01-20T17:19:22.082+03:00,c8551db4a7b11201be97d5972db69e63
397,"Заместитель заведующего (м. Улица Горчакова)","<a itemprop=""hiringOrganization"" href=""/employer/5586""> Фора-Фарм</a>"," Фора-Фарм","до 50 000 руб.","Москва, <span class=""metro-station""><span class=""metro-point"" style=""background: #E42313""></span>Улица Подбельского</span>","1–3 года",,"Образование высшее по специальности &quot;Провизор&quot; Успешный опыт работы в аптеке не менее 2-х лет Управленческие навыки Опытный пользователь ПК (знание программы &quot;М-аптека&quot; является преимуществом)",NULL,"Ст.м. Улица Горчакова (10 минут пешком) Аптека закрытого типа в 5ти этажном жилом доме График работы сотрудника: 12 часов 2/2, режим работы аптеки с 9.00 до 22.00 Официальное оформление, оплачиваемый отпуск и больничные листы Заработная плата &quot;чистыми на руки&quot; от 40 тыс.рублей, при 100% выполнении плана - 50000, переработки оплачиваются отдельно.",,"Москва, Открытое шоссе, 5к6, м. Улица Подбельского","Полная занятость, сменный график",2015-01-19T11:38:31.602+03:00,87b7c020e5bc6717bb39c3c907a29147
398,"Региональный представитель","<a itemprop=""hiringOrganization"" href=""/employer/82155""> КИО, КО</a>"," КИО, КО","з/п не указана",Нижневартовск,"1–3 года",,"Активная жизненная позиция; Умение работать самостоятельно; Нацеленность на результат; Коммуникабельность; Умение находить компромисс.",NULL,"Интересная работа; Возможность самореализации; Конкурентоспособная оплата; Компенсация затрат на ГСМ; Обучение.",,"Киров, Студенческий проезд, 26","Полная занятость, полный день",2015-01-19T11:35:18.592+03:00,ff0b768223ff69b42129db24467d9cdd
399,"Супервайзер / Территориальный менеджер (VICHY, г. Москва)","<a itemprop=""hiringOrganization"" href=""/employer/590""> L'Oreal</a>"," L'Oreal","з/п не указана",Москва,"3–6 лет","работа с партнером, национальными и локальными аптечными сетями управление командой из 8 штатных коммерческих представителей, обучение, коучинг команды выполнение коммерческих показателей, обеспечение прироста товарооборота участие в проведении трейд-маркетинговых мероприятий","высшее образование сильные аналитические навыки, продвинутые навыки владения EXCEL опыт работы в продажах опыт управления командой сильные коммерческие навыки ориентированность на клиента стрессоустойчивость целеустремленность, ответственность желание расти и развиваться в продажах права категории B, опыт вождения (МКПП) опытный пользователь ПК.",NULL,,"конкурентоспособную заработную плату и премиальные опыт международной компании карьерное развитие возможности обучения широкое поле ответственности служебный автомобиль медицинское страхование, страхование жизни оплата обедов, оплата мобильной связи",,"Полная занятость, полный день",2015-01-19T10:55:31.297+03:00,8217f5396cf25f56fbb497f7c954ebaf
400,"Косметолог-эстетист в центр красоты","<a itemprop=""hiringOrganization"" href=""/employer/1117066"">ООО Красивые люди</a>","ООО Красивые люди","от 60 000 руб.",Ярославль,"1–3 года",,"обязательно! курсы эстетической косметологии. медицинское образование приветствуется! мед. книжка ответственность общительность",NULL,"оформление по ТК РФ; соц.пакет; график работы согласовывается с кандидатом работа с постоянными клиентами салона заработная плата оклад 1500 руб. выход +% со всех клиентов обучающая стажировка перед работой",,"Ярославль, проспект Октября, 10","Полная занятость, полный день",2015-01-19T11:34:26.914+03:00,8292634d6dad8822314afd6fdaf0a6f6
401,"Старшая медсестра/Заведующая медчастью","<a itemprop=""hiringOrganization"" href=""/employer/1117066"">ООО Красивые люди</a>","ООО Красивые люди","от 27 500 до 27 500 руб.",Ярославль,"1–3 года",,"медицинское образование не ниже среднего-специального(медсестра, фельдшер) административный опыт работы‚или опыт работы в управлении мед. учреждений. опыт работы старшей медсестрой пользователь ПК",NULL,"график 5/2 с 9.00 до 18.00 сб‚вс.-выходной зарплата 27500 руб. оклад. оформление по ТК РФ‚ соцпакет скидки на услуги",,"Ярославль, Волжская набережная, 33б","Полная занятость, полный день",2015-01-19T11:34:26.793+03:00,ac7144486c7c6ad9c0ed15066f65f872
402,Диетолог-консультант,"<a itemprop=""hiringOrganization"" href=""/employer/1117066"">ООО Красивые люди</a>","ООО Красивые люди","от 40 000 руб.",Ярославль,"1–3 года",,"Опыт работы диетологом, терапевтом, физиотерапевтом, можно с опытом работы в фитнесе от 1 года Медицинское образование",NULL,"График работы 5/2 или 2/2 с 10 до 19 час. Заработная плата оклад 30.000 руб. + % от каждого клиента Дополнительное обучение Оформление по ТК РФ, социальный пакет Отдельный оборудованный кабинет Офис в центре Скидки на услуги салона место работы региональный филиал г.Кострома(филиал Ярославского офиса)",,,"Полная занятость, полный день",2015-01-19T11:34:26.800+03:00,2f6f5aae82c534bcc5676e5a57e736d4
403,"Специалист по регистрации лекарственных средств","<a itemprop=""hiringOrganization"" href=""/employer/4609""> TEVA</a>"," TEVA","з/п не указана",Москва,"1–3 года",,"Высшее медицинское, фармацевтическое, химико-технологическое или биологическое образование Стаж работы в должности специалиста по регистрации ЛС не менее 1 года обязателен Уверенный пользователь ПК Английский язык - не ниже intermediate level (устный и письменный) Опыт регистрации биологических препаратов будет являться преимуществом Аналитический склад ума, ответственность, умение работать в команде Знание основных положений нормативной базы, в том числе №61-ФЗ «Об обращении лекарственных средств», указов Президента РФ, постановлений Правительства РФ, приказов и положений Министерства здравоохранения, Федеральной службы по надзору в сфере здравоохранения и других государственных органов Знание других действующих нормативных актов государственных органов РФ, влияющих на вопросы регулирования обращения ЛС, принципов и основ правил GMP",NULL,"Привлекательная заработная плата Социальный пакет Возможности профессионального и карьерного развития",,"Москва, улица Шаболовка, 10к2","Полная занятость, полный день",2015-01-15T09:46:22.498+03:00,821d7e968d71b05061aa2b6872423ef5
404,"Косметолог-инъекционист в центр красоты","<a itemprop=""hiringOrganization"" href=""/employer/1117066"">ООО Красивые люди</a>","ООО Красивые люди","от 80 000 руб.",Ярославль,"3–6 лет",,"обязательно! высшее мед. образование опыт работы от 3-х лет квалификация врач-косметолог сертификат на инъекции мед. книжка ответственность",NULL,"оформление по ТК РФ; соц.пакет; график работы согласовывается с кандидатом, можно совмещение работа с постоянными клиентами салона заработная плата оклад 1500 руб. выход +% со всех клиентов",,"Ярославль, проспект Октября, 10","Полная занятость, гибкий график",2015-01-19T11:34:26.692+03:00,b926ebf0d5fcc6775e75fb5443e429b2
405,"Медицинский представитель","<a itemprop=""hiringOrganization"" href=""/employer/132302""> Alta Personnel</a>"," Alta Personnel","от 50 000 руб.",Москва,"1–3 года",,"Высшее и/или среднее специальное медицинское образование/ фармацевтическое; Наличие водительских прав категории «В»; Ориентация на результат, коммуникабельность, обучаемость; Ориентация на клиентов, инициативность, целеустремленность.",NULL,"Конкурентная заработная плата + привлекательная бонусная система + социальный пакет (ноутбук, мобильная связь, медицинская страховка для сотрудника); Регулярное проведение курсов обучения, возможность профессионального развития и карьерного роста в компании.",,,"Полная занятость, полный день",2015-01-19T11:31:54.034+03:00,a56fc8ba37b7714fddbe2768b944ece3
406,"Специалист/Менеджер по работе с ключевыми клиентами (Диабет)","<a itemprop=""hiringOrganization"" href=""/employer/3400""> АстраЗенека</a>"," АстраЗенека","з/п не указана",Краснодар,"3–6 лет",,"Высшее образование (медицинское/фармацевтическое будет являться преимуществом); Успешный опыт работы от 1,5-2 лет в льготном и розничном сегменте обязателен; Опыт работы с врачами эндокринологами от 1,5 лет желателен; Навыки проведения презентаций, ведения переговоров; Целеустремленность, ориентация на достижение исключительных результатов в работе; Клиентоориентированность и инициативность; Аналитические способности, навыки управления территорией; Наличие водительских прав категории «В» и опыта вождения.",NULL,,,,"Полная занятость, полный день",,8d0b9fc507683ec2fa89edc077d4b4b9
